,Unnamed: 0,HostCorrectedName,ParasiteCorrectedName,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,WtAvgPrevalence,Citation,Parasite_type,transmission_type
1225,1225,Leontopithecus rosalia,Oncicola sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.530518072,1,Helminth,Indirect-Intermediate
1226,1226,Leontopithecus rosalia,Oxyuridae sp.,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0.084313253,1,Helminth,CloseT-Nonclose
1227,1227,Leontopithecus rosalia,Prosthenorchis sp.,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,,2,Helminth,Indirect-Intermediate
1228,1228,Leontopithecus rosalia,Rhyncoptes anastosi,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1229,1229,Leontopithecus rosalia,Speleocola tamarina,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,Arthropod,Direct-CloseT-Nonclose
1230,1230,Leontopithecus rosalia,Trypanosoma cruzi,0,0,19,0,0,0,0,19,0,19,0,0,0,0,0,,6,Protozoa,Vector-Indirect
1231,1231,Leontopithecus sp.,Flavivirus Yellow Fever,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.07,1,Virus,Vector-Indirect
1232,1232,Lepilemur mustelinus,Aetholaelaps trilyssa,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1233,1233,Lepilemur mustelinus,Dipetalonema petteri,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1234,1234,Lepilemur mustelinus,Enterococcus sp.,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,,1,Bacteria,Direct-Nonclose
1235,1235,Lepilemur mustelinus,Haemaphysalis lemuris,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,,4,Arthropod,Direct-Nonclose
1236,1236,Lepilemur mustelinus,Ixodes lemuris,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0.419774194,2,Arthropod,Direct-CloseT-Nonclose
1237,1237,Lepilemur mustelinus,Lemuralges intermedius,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1238,1238,Lepilemur mustelinus,Lemuricola inglisi,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0.2,3,Helminth,Direct-Nonclose
1239,1239,Lepilemur mustelinus,Lemurostrongylus sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1240,1240,Lepilemur mustelinus,Makialges lepilemuri,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,,2,Arthropod,Direct-CloseT
1241,1241,Lepilemur mustelinus,Makialges lobatus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1242,1242,Lepilemur mustelinus,Ornithodoros sp.,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1243,1243,Lepilemur mustelinus,Parabronema sp.,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.6,1,Helminth,Vector-Indirect
1244,1244,Lepilemur mustelinus,Pararhabdonema longistriata,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,,1,Helminth,Direct-Nonclose
1245,1245,Lepilemur mustelinus,Paulianfilaria pauliana,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1246,1246,Lepilemur mustelinus,Staphylococcus sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,Bacteria,Direct
1247,1247,Lepilemur mustelinus,Trichophilopterus babakotophilus,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.133,1,Arthropod,Direct-CloseT
1248,1248,Lepilemur sp.,Makialges sternodons,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,Arthropod,Direct-CloseT
1249,1249,Macaca arctoides,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.015,1,Virus,Direct-Sexual-Vertical-CloseT
1250,1250,Macaca arctoides,Influenzavirus A Influenza A virus,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.074,1,Virus,Direct-CloseT
1251,1251,Macaca assamensis,Dirofilaria macacae,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,Helminth,Vector-Indirect
1252,1252,Macaca assamensis,Plasmodium inui,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1253,1253,Macaca cyclopis,Enterobius macaci,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
1254,1254,Macaca cyclopis,Hepatocystis taiwanensis,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.13,1,Protozoa,Vector-Indirect
1255,1255,Macaca cyclopis,Macacanema formosana,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,,1,Helminth,Vector-Indirect
1256,1256,Macaca cyclopis,Paragonimus westermani,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1257,1257,Macaca cyclopis,Plasmodium cynomolgi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1258,1258,Macaca cyclopis,Plasmodium inui,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1259,1259,Macaca cyclopis,Taenia hydatigena,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.035,1,Helminth,Indirect-Intermediate
1260,1260,Macaca cyclopis,Trypanosoma conorhini,0,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0.087161616,1,Protozoa,Vector-Indirect
1261,1261,Macaca fascicularis,Alaria sp.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.023,1,Helminth,Indirect-Vertical-Intermediate
1262,1262,Macaca fascicularis,Anatrichosoma cynamolgi,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,,1,Helminth,Direct-Nonclose
1263,1263,Macaca fascicularis,Ancylostoma duodenale,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.102,1,Helminth,Direct-Nonclose
1264,1264,Macaca fascicularis,Ascaris sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.193882353,2,Helminth,Direct-Nonclose
1265,1265,Macaca fascicularis,Balantidium sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.044,1,Protozoa,Direct
1266,1266,Macaca fascicularis,Bertiella studeri,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1267,1267,Macaca fascicularis,Blastocystis sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.031,1,Protozoa,Direct
1268,1268,Macaca fascicularis,Boophilus annulatus,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
1269,1269,Macaca fascicularis,Brugia malayi,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0.030528517,2,Helminth,Vector-Indirect
1270,1270,Macaca fascicularis,Clonorchis sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.014,1,Helminth,Indirect-Intermediate
1271,1271,Macaca fascicularis,Cryptosporidium sp.,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,,2,Protozoa,Direct-CloseT-Nonclose
1272,1272,Macaca fascicularis,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,9,0,0,0,9,0,9,9,9,0,0,0.149628049,2,Virus,Direct-Sexual-Vertical-CloseT
1273,1273,Macaca fascicularis,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.013,1,Virus,Direct-Sexual-Vertical-CloseT
1274,1274,Macaca fascicularis,Dirofilaria magnilarvatum,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0.66,2,Helminth,Vector-Indirect
1275,1275,Macaca fascicularis,Endolimax sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.301,1,Protozoa,Direct
1276,1276,Macaca fascicularis,Entamoeba sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.632,1,Protozoa,Direct
1277,1277,Macaca fascicularis,Enterobius sp.,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.064,1,Helminth,Direct-CloseT-Nonclose
1278,1278,Macaca fascicularis,Entopolypoides macaci,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,1,2,Protozoa,Vector-Indirect
1279,1279,Macaca fascicularis,Fasciola sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.049,1,Helminth,Indirect-Intermediate
1280,1280,Macaca fascicularis,Giardia sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.609,1,Protozoa,Direct-Nonclose
1281,1281,Macaca fascicularis,Globocephalus sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.117,1,Helminth,Direct-Nonclose
1282,1282,Macaca fascicularis,Hepatocystis semnopitheci,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1283,1283,Macaca fascicularis,Hepatovirus Hepatitis A,0,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0.125283019,1,Virus,Direct-CloseT-Nonclose
1284,1284,Macaca fascicularis,Human gammaherpesvirus 4,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0.060760563,1,Virus,Direct-CloseT
1285,1285,Macaca fascicularis,Iodamoeba sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.096,1,Protozoa,Direct
1286,1286,Macaca fascicularis,Isospora sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.137,1,Protozoa,Direct
1287,1287,Macaca fascicularis,Nochtia nochti,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1288,1288,Macaca fascicularis,Oesophagostomum aculeatum,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,1,2,Helminth,Direct-Nonclose
1289,1289,Macaca fascicularis,Ornithodoros talaje,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1290,1290,Macaca fascicularis,Orthobunyavirus Bakau orthobunyavirus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
1291,1291,Macaca fascicularis,Paragonimus westermani,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1292,1292,Macaca fascicularis,Plasmodium coatneyi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0.51977551,2,Protozoa,Vector-Indirect
1293,1293,Macaca fascicularis,Plasmodium cynomolgi,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,,3,Protozoa,Vector-Indirect
1294,1294,Macaca fascicularis,Plasmodium fieldi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0.049327869,3,Protozoa,Vector-Indirect
1295,1295,Macaca fascicularis,Plasmodium inui,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,,3,Protozoa,Vector-Indirect
1296,1296,Macaca fascicularis,Plasmodium knowlesi,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0.891952941,4,Protozoa,Vector-Indirect
1297,1297,Macaca fascicularis,Pneumocystis carinii,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.88,1,Fungus,Direct-CloseT
1298,1298,Macaca fascicularis,Retortamonas sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.017,1,Protozoa,Direct
1299,1299,Macaca fascicularis,Rotavirus rotavirus A,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0.24,1,Virus,Direct-CloseT-Nonclose
1300,1300,Macaca fascicularis,Streptopharagus sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1301,1301,Macaca fascicularis,Strongyloides fuelleborni,0,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0.276972332,3,Helminth,Direct-Indirect-Nonclose
1302,1302,Macaca fascicularis,Taenia sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.111352941,2,Helminth,Indirect-Intermediate
1303,1303,Macaca fascicularis,Trichomonas sp.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.056,1,Protozoa,Direct
1304,1304,Macaca fascicularis,Trichostrongylus sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.053525597,2,Helminth,Direct-Nonclose
1305,1305,Macaca fascicularis,Trichuris trichiura,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.246,1,Helminth,Direct-Nonclose
1306,1306,Macaca fascicularis,Trypanosoma conorhini,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1307,1307,Macaca fascicularis,Trypanosoma cyclops,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1308,1308,Macaca fascicularis,Varicellovirus Cercopithecine alphaherpesvirus 9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,1,Virus,Direct-CloseT
1309,1309,Macaca fuscata,Bertiella studeri,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.25,2,Helminth,Indirect-Intermediate
1310,1310,Macaca fuscata,Coxiella burnetti,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0.27,1,Bacteria,Vector-Direct-Indirect-CloseT-Nonclose
1311,1311,Macaca fuscata,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,10,0,0,0,10,0,10,10,10,0,0,0.250755276,2,Virus,Direct-Sexual-Vertical-CloseT
1312,1312,Macaca fuscata,Entamoeba coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.52,1,Protozoa,Direct-CloseT-Nonclose
1313,1313,Macaca fuscata,Entamoeba dispar,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.31,1,Protozoa,Direct-CloseT-Nonclose
1314,1314,Macaca fuscata,Entamoeba histolytica,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.31,1,Protozoa,Direct-CloseT-Nonclose
1315,1315,Macaca fuscata,Enterobius sp.,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.3,1,Helminth,Direct-CloseT-Nonclose
1316,1316,Macaca fuscata,Gongylonema macrogubernaculum,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1317,1317,Macaca fuscata,Gongylonema pulchrum,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0.1776,5,Helminth,Indirect-Intermediate
1318,1318,Macaca fuscata,Haemaphysalis longicornis,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,Arthropod,Direct-Nonclose
1319,1319,Macaca fuscata,Iodamoeba butschlii,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.21,1,Protozoa,Direct-CloseT-Nonclose
1320,1320,Macaca fuscata,Oesophagostomum aculeatum,0,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0.46923614,9,Helminth,Direct-Nonclose
1321,1321,Macaca fuscata,Oesophagostomum stephanostomum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.133,1,Helminth,Direct-Nonclose
1322,1322,Macaca fuscata,Paragonimus pulmonalis,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1323,1323,Macaca fuscata,Pedicinus eurygaster,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0.25,3,Arthropod,Direct-CloseT
1324,1324,Macaca fuscata,Pedicinus obtusus,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,,3,Arthropod,Direct-CloseT
1325,1325,Macaca fuscata,Pneumocystis carinii,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0.82,1,Fungus,Direct-CloseT
1326,1326,Macaca fuscata,Streptopharagus pigmentatus,0,0,0,0,0,23,0,0,0,23,0,0,0,0,23,0.733068337,10,Helminth,Indirect-Intermediate
1327,1327,Macaca fuscata,Strongyloides fuelleborni,0,0,0,0,0,25,0,0,25,25,0,0,0,25,0,0.348865385,7,Helminth,Direct-Indirect-Nonclose
1328,1328,Macaca fuscata,Trichuris trichiura,0,0,0,0,0,35,0,0,35,0,0,0,0,35,0,0.544022427,10,Helminth,Direct-Nonclose
1329,1329,Macaca maura,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,6,0,0,0,6,0,6,6,6,0,0,,2,Virus,Direct-Sexual-Vertical-CloseT
1330,1330,Macaca mulatta,Alphavirus Chikungunya virus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.025,1,Virus,Vector-Indirect
1331,1331,Macaca mulatta,Brugia malayi,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.077,1,Helminth,Vector-Indirect
1332,1332,Macaca mulatta,Cryptosporidium sp.,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.006,1,Protozoa,Direct-CloseT-Nonclose
1333,1333,Macaca mulatta,Cyclospora cayetanensis,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,1,Protozoa,Direct-Nonclose
1334,1334,Macaca mulatta,Cytomegalovirus Macacine betaherpesvirus 3,0,0,0,0,5,0,0,0,5,0,5,5,5,0,0,0.949,1,Virus,Direct-Sexual-Vertical-CloseT
1335,1335,Macaca mulatta,Deltaretrovirus sp.,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.033,1,Virus,Direct-Sexual-Vertical-CloseT
1336,1336,Macaca mulatta,Dirofilaria magnilarvatum,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.077,1,Helminth,Vector-Indirect
1337,1337,Macaca mulatta,Entamoeba coli,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0.143470149,2,Protozoa,Direct-CloseT-Nonclose
1338,1338,Macaca mulatta,Enterobius macaci,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,,1,Helminth,Direct-CloseT-Nonclose
1339,1339,Macaca mulatta,Enterovirus Enterovirus C,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0.02,1,Virus,Direct-CloseT-Nonclose
1340,1340,Macaca mulatta,Enterovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,1,Virus,Direct-CloseT-Nonclose
1341,1341,Macaca mulatta,Flavivirus Japanese encephalitis,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0.01,1,Virus,Vector-Indirect
1342,1342,Macaca mulatta,Giardia intestinalis,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0.294716667,1,Protozoa,Direct-Nonclose
1343,1343,Macaca mulatta,Gongylonema sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,Helminth,Indirect-Intermediate
1344,1344,Macaca mulatta,Influenzavirus A Influenza A virus,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.064,1,Virus,Direct-CloseT
1345,1345,Macaca mulatta,Leptospira sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02,1,Bacteria,Direct
1346,1346,Macaca mulatta,Mastadenovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.021,1,Virus,Direct-CloseT-Nonclose
1347,1347,Macaca mulatta,Morbillivirus Measles virus,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0.182989691,2,Virus,Direct-CloseT
1348,1348,Macaca mulatta,Nochtia nochti,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1349,1349,Macaca mulatta,Oesophagostomum bifurcum,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,1,Helminth,Direct-Nonclose
1350,1350,Macaca mulatta,Orthopneumovirus Human respiratory syncytial virus,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0.022,1,Virus,Direct-CloseT
1351,1351,Macaca mulatta,Plasmodium cynomolgi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1352,1352,Macaca mulatta,Plasmodium inui,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1353,1353,Macaca mulatta,Polyomavirus Simian agent virus 40,0,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0.594721519,2,Virus,Direct-Vertical-CloseT
1354,1354,Macaca mulatta,Reovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.32,1,Virus,Direct-CloseT
1355,1355,Macaca mulatta,Respirovirus Human parainfluenza virus 1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0.01,1,Virus,Direct-CloseT
1356,1356,Macaca mulatta,Respirovirus Human parainfluenza virus 3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0.26,1,Virus,Direct-CloseT
1357,1357,Macaca mulatta,Rubulavirus Human parainfluenza virus 2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0.01,1,Virus,Direct-CloseT
1358,1358,Macaca mulatta,Rubulavirus Parainfluenza virus 5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.128,1,Virus,Direct-CloseT
1359,1359,Macaca mulatta,Salmonella sp.,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.022,1,Bacteria,Direct-CloseT-Nonclose
1360,1360,Macaca mulatta,Schistosoma japonicum,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,,1,Helminth,Indirect-Vertical-Intermediate
1361,1361,Macaca mulatta,Shigella sp.,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.049,1,Bacteria,Vector-Direct-CloseT
1362,1362,Macaca mulatta,Simplexvirus Cercopithecine herpesvirus 1,0,0,0,0,5,0,0,0,5,0,5,0,5,0,0,0.641,1,Virus,Direct-Sexual-CloseT
1363,1363,Macaca mulatta,Simplexvirus Human alphaherpesvirus 1,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0.14,2,Virus,Direct-Sexual-Vertical-CloseT
1364,1364,Macaca mulatta,Spumavirus Simian foamy virus,0,0,0,0,23,0,0,0,23,0,23,23,23,0,0,0.951521212,2,Virus,Direct-Sexual-Vertical-CloseT
1365,1365,Macaca nemestrina,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.13,1,Virus,Direct-Sexual-Vertical-CloseT
1366,1366,Macaca nemestrina,Hepatocystis semnopitheci,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1367,1367,Macaca nemestrina,Orthobunyavirus Bakau orthobunyavirus,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,Virus,Vector-Indirect
1368,1368,Macaca nemestrina,Plasmodium coatneyi,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.346,1,Protozoa,Vector-Indirect
1369,1369,Macaca nemestrina,Plasmodium cynomolgi,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,,3,Protozoa,Vector-Indirect
1370,1370,Macaca nemestrina,Plasmodium fieldi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1371,1371,Macaca nemestrina,Plasmodium inui,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,,3,Protozoa,Vector-Indirect
1372,1372,Macaca nemestrina,Plasmodium knowlesi,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0.345813953,3,Protozoa,Vector-Indirect
1373,1373,Macaca nemestrina,Trypanosoma conorhini,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1374,1374,Macaca nemestrina,Trypanosoma cyclops,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1375,1375,Macaca nemestrina,Varicellovirus Cercopithecine alphaherpesvirus 9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,1,Virus,Direct-CloseT
1376,1376,Macaca nigra,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0.119,1,Virus,Direct-Sexual-Vertical-CloseT
1377,1377,Macaca nigra,Deltaretrovirus sp.,0,0,0,0,5,0,0,0,5,0,5,5,5,0,0,0.169,1,Virus,Direct-Sexual-Vertical-CloseT
1378,1378,Macaca nigra,Plasmodium inui,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1379,1379,Macaca ochreata,Deltaretrovirus Primate T-lymphotropic virus 1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.182,1,Virus,Direct-Sexual-Vertical-CloseT
1380,1380,Macaca radiata,Enterovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,1,Virus,Direct-CloseT-Nonclose
1381,1381,Macaca radiata,Flavivirus Tick-borne encephalitis virus,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,,5,Virus,Vector-Indirect
1382,1382,Macaca radiata,Haemaphysalis sp.,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,Arthropod,Direct-Indirect-Nonclose
1383,1383,Macaca radiata,Hepatocystis semnopitheci,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,Protozoa,Vector-Indirect
1384,1384,Macaca radiata,Leptospira sp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04,1,Bacteria,Direct
1385,1385,Macaca radiata,Plasmodium cynomolgi,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,,2,Protozoa,Vector-Indirect
1386,1386,Macaca radiata,Plasmodium falciparum,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.074,1,Protozoa,Vector-Indirect
1387,1387,Macaca radiata,Plasmodium fragile,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0.143745283,4,Protozoa,Vector-Indirect
1388,1388,Macaca radiata,Plasmodium inui,0,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0.256230769,4,Protozoa,Vector-Indirect
1389,1389,Macaca radiata,Reovirus sp.,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.86,1,Virus,Direct-CloseT
1390,1390,Macaca radiata,Rubulavirus Parainfluenza virus 5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.104,1,Virus,Direct-CloseT
1391,1391,Macaca silenus,Ancylostoma sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.264,1,Helminth,Direct-Nonclose
1392,1392,Macaca silenus,Ascaris sp.,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.124,1,Helminth,Direct-Nonclose
1393,1393,Macaca silenus,Balantidium coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.036,1,Protozoa,Direct-CloseT-Nonclose
1394,1394,Macaca silenus,Bunostomum sp.,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0.080673684,2,Helminth,Direct-Nonclose
1395,1395,Macaca silenus,Cotylophoron sp.,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.121,1,Helminth,Indirect-Nonclose-Intermediate
1396,1396,Macaca silenus,Diphyllobothrium sp.,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0.021319298,2,Helminth,Indirect-Intermediate
1397,1397,Macaca silenus,Dipylidium caninum,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.005,1,Helminth,Indirect-Intermediate
1398,1398,Macaca silenus,Entamoeba coli,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.129,1,Protozoa,Direct-CloseT-Nonclose
